Valor (UF),Dormitorios,Banos,sup. construida,sup. Terreno,estacion metro
12.55,,,,,"1,649,985"
14.91,4,2,,,"1,651,389"
14.99,3,1,,,"1,649,471"
17.75,3,1,,,"1,651,334"
15.78,3,2,,,"1,650,600"
18.04,2,2,,,"1,452,806"
8.63,1,1,,,"1,459,326"
17.65,3,2,,,"1,459,493"
17.65,3,2,,,"1,452,107"
14.91,2,2,,,"1,458,626"
10.2,2,1,48,50,"1,453,568"
9.81,3,1,58,58,"1,457,972"
13.73,2,1,97,97,"1,452,029"
19.61,2,2,82,82,"1,455,906"
18.04,2,2,66,66,"1,452,797"
14.91,3,2,82,82,"1,452,532"
16.47,3,2,,,"1,456,101"
17.65,3,2,,,"1,453,515"
7.84,1,1,,,"1,454,695"
18.44,3,2,,,"1,458,416"
17.65,3,2,80,80,"1,453,964"
15.69,3,1,,,"1,452,027"
12.94,2,1,61,,"1,452,667"
16.08,3,1,90,90,"1,459,940"
11.38,2,1,60,60,"1,457,161"
14.91,1,1,60,60,"1,452,806"
16.87,2,1,,,"1,452,667"
11.77,,,,,"1,457,667"
10.98,2,1,,,"1,453,783"
9.02,2,,65,65,"1,456,474"
14.91,3,2,64,64,"1,459,481"
11.77,3,,,,"1,457,667"
15.69,3,1,,,"1,457,996"
23.53,2,2,,,"1,459,178"
8.59,2,1,,,"1,452,993"
12.94,2,1,,,"1,453,953"
15.69,5,,,,"1,452,424"
12.94,3,2,,,"1,452,745"
11.04,2,1,,,"1,452,364"
11.83,3,1,,,"1,453,568"
10.26,2,1,45,45,"1,452,364"
14.91,3,2,,100,"1,452,508"
47.07,5,2,,,"1,453,306"
9.41,3,1,,,"664,648"
9.41,3,1,,,"664,738"
9.02,3,1,,,"664,880"
10.2,3,1,,,"664,910"
10.98,3,,,,"665,935"
10.2,3,2,55,,"666,200"
9.02,3,1,,,"664,750"
9.81,3,1,,,"664,750"
10.39,3,,44,,"664,910"
11.38,3,1,,,"662,661"
10.2,3,,46,,"664,964"
10.2,3,1,,,"664,738"
11.04,3,,52,,"665,935"
10.26,3,1,55,,"665,935"
18.54,2,2,,,"667,251"
11.83,2,,52,,"664,908"
11.83,3,,45,,"667,725"
10.98,2,1,,,"666,329"
8.63,2,,,,"667,276"
15.38,3,2,140,,"666,727"
9.86,3,2,,,"667,673"
19.33,5,2,160,,"667,277"
31.55,6,2,,,"667,341"
8.63,3,1,,,"662,147"
11.23,2,1,50,,"390,516"
16.41,3,2,61,,"387,705"
10.59,3,1,,,"390,894"
10.59,2,2,,,"390,368"
8.59,3,2,65,,"79,861"
10.2,3,2,60,,"81,546"
11.77,3,2,77,,"75,699"
10.59,2,1,,,"82,475"
10.79,2,,55,,"81,546"
10.2,3,2,,,"82,782"
10.2,2,2,,,"82,782"
13.73,3,2,,,"78,798"
18.04,4,3,150,,"78,057"
15.69,4,1,52,,"76,618"
15.69,3,2,100,,"78,716"
7.84,2,1,50,,"77,484"
10.59,3,2,62,,"73,940"
10.59,2,2,70,,"73,669"
5.66,2,,,,"74,085"
12.55,3,,90,180,"73,924"
10.94,3,2,,,"64,507"
8.98,3,2,76,,"64,487"
8.98,3,1,,,"62,496"
10.98,2,1,,,"64,641"
7.84,2,1,47,47,"63,943"
10.59,3,1,,,"60,674"
8.43,3,1,,,"60,674"
10.59,3,1,50,50,"60,868"
8.63,2,1,,,"60,991"
7.06,1,1,48,48,"64,298"
9.81,3,,50,,"60,792"
3.14,1,,,,"64,207"
8.63,3,1,,,"60,674"
3.53,4,,,,"62,684"
14.91,3,,65,,"64,065"
9.81,3,,,,"64,019"
13.73,2,,58,,"64,641"
9.81,2,,,,"65,328"
11.77,3,,,,"64,019"
7.84,3,,54,,"64,019"
9.02,3,1,47,,"60,674"
9.02,3,,50,,"64,019"
7.84,3,,,,"60,674"
9.02,3,,86,,"61,801"
9.81,3,,60,,"61,037"
9.02,2,1,,,"64,023"
11.77,3,,,,"60,674"
4.71,1,,,,"64,019"
7.84,1,1,36,,"64,023"
9.47,3,,50,,"60,674"
8.68,3,1,46,,"60,674"
9.07,3,,50,,"64,019"
12.62,3,1,45,,"60,674"
6.9,3,,,,"64,673"
8.68,2,1,,,"64,031"
8.68,3,1,,,"64,019"
10.26,3,,,,"60,674"
4.73,1,1,,,"63,957"
9.47,2,,,,"60,627"
13.81,3,,50,,"64,019"
9.47,3,1,,,"60,674"
11.72,3,2,,100,"65,875"
7.84,2,,,,"64,065"
7.84,2,,,,"59,769"
19.42,4,3,,,"64,065"
17.65,4,2,,,"64,732"
8.63,2,1,,,"65,365"
18.04,3,2,130,290,"62,344"
23.53,5,3,,400,"63,889"
11.04,3,2,,,"65,257"
11.04,3,2,72,,"64,065"
7.81,1,1,39,,"224,520"
10.2,4,,,,"224,622"
13.73,3,1,,,"224,416"
8.63,2,1,,,"225,294"
13.73,,,,,"224,520"
11.77,1,1,,,"224,520"
7.06,3,,60,,"225,206"
9.81,2,1,,,"225,465"
7.84,3,2,62,,"222,636"
9.81,2,2,60,,"225,241"
9.02,1,1,47,,"224,774"
8.63,2,,,,"225,073"
11.38,3,2,70,,"225,733"
9.02,1,1,40,,"224,516"
9.02,2,2,,,"225,073"
9.02,2,2,,,"225,202"
7.84,2,1,50,,"224,727"
4.71,2,1,42,,"221,759"
11.04,3,2,100,,"224,854"
10.26,1,1,40,,"225,733"
5.52,2,,,,"221,649"
3.75,2,2,,,"224,117"
9.27,,,,,"225,073"
10.98,5,3,,,"223,670"
5.88,3,1,,,"226,861"
9.81,6,2,,,"224,404"
7.84,4,1,,,"221,825"
7.84,2,1,,,"227,119"
10.2,4,2,75,,"227,812"
11.77,3,2,82,,"224,002"
7.06,2,,,,"224,704"
10.2,6,3,,,"224,713"
7.06,2,1,,,"226,966"
7.45,,,,,"224,080"
7.84,,,,,"226,704"
7.84,2,2,,,"226,606"
4.71,,,,,"226,130"
7.45,4,,,,"224,609"
8.63,4,1,,,"225,840"
11.24,4,2,,,"228,452"
13.02,3,2,,,"223,481"
3.16,1,1,,,"222,085"
13.02,3,3,110,,"225,275"
10.2,2,1,54,,"431,202"
6.47,2,1,,,"430,585"
8.24,2,1,54,,"420,907"
9.02,2,1,57,,"420,528"
9.81,3,,52,,"411,366"
7.06,2,1,,,"428,639"
9.02,2,,70,,"426,193"
11.38,2,2,65,,"425,908"
7.45,2,1,56,,"428,639"
7.45,3,1,50,,"432,028"
7.84,3,,47,,"432,028"
7.06,3,1,,,"429,990"
7.06,2,,,,"428,820"
15.69,3,2,86,,"425,126"
12.55,3,2,,,"426,255"
9.02,2,2,69,,"427,006"
7.84,3,1,,,"432,028"
9.41,1,1,38,,"425,126"
8.43,1,1,45,,"426,992"
9.81,2,1,55,,"426,948"
11.38,2,2,54,,"425,126"
12.55,2,2,,,"426,942"
7.84,3,2,67,,"428,711"
9.81,3,1,70,,"426,279"
11.57,3,3,,,"429,298"
9.41,2,,56,,"416,666"
6.25,2,1,,,"599,675"
13.67,2,1,55,,"598,347"
4.49,1,,,,"598,617"
82.03,3,,49,,"596,537"
10.2,3,2,,,"597,769"
9.81,1,,53,,"597,931"
11.77,2,2,,,"597,436"
9.02,3,1,,,"596,640"
16.87,2,2,58,59,"597,339"
11.77,2,1,,,"597,490"
7.06,1,1,,,"597,916"
5.88,2,1,,,"597,174"
12.55,2,,54,,"597,595"
8.63,3,,,,"596,640"
8.63,2,1,,,"597,011"
14.51,2,2,,,"597,177"
8.63,2,,45,,"597,011"
7.06,2,,36,,"596,260"
14.12,2,2,,,"597,879"
10.2,2,2,,,"597,827"
9.02,3,,58,,"596,613"
9.22,2,1,48,,"597,011"
10.59,2,2,60,,"597,643"
6.28,1,1,38,,"598,436"
4.71,2,1,,,"596,604"
4.71,1,1,,,"593,304"
13.73,2,2,62,,"597,049"
12.55,2,2,64,,"597,142"
8.63,3,1,50,,"596,554"
11.38,2,1,,,"597,879"
9.02,3,1,,,"599,018"
13.73,3,2,,,"597,698"
3.53,1,1,,,"596,728"
8.63,2,1,,,"595,741"
3.92,3,,,,"595,491"
12.94,3,2,85,,"597,142"
8.43,1,,38,,"597,440"
13.73,2,1,55,,"597,339"
4.31,1,,,,"597,157"
9.81,2,2,,,"597,838"
4.71,2,1,,,"597,306"
7.84,3,1,,,"596,659"
4.71,1,,,,"597,232"
12.94,2,2,70,,"597,104"
13.73,2,2,69,,"599,773"
9.86,3,1,,,"594,544"
9.86,3,2,,,"599,572"
9.07,2,2,50,,"599,482"
13.84,2,,62,,"597,339"
9.07,1,1,45,,"597,049"
4.73,1,,,,"597,158"
11.83,3,2,67,,"592,703"
11.04,3,2,67,,"592,703"
5.92,2,,,,"597,226"
8.68,2,2,,,"598,370"
8.28,3,3,,,"598,212"
3.94,1,,,,"600,343"
7.45,3,1,,,"600,923"
8.63,3,2,,,"596,636"
3.53,2,,,,"601,031"
5.92,2,,,,"597,177"
5.92,2,1,,,"598,913"
7.49,2,,,,"597,081"
10.2,3,2,70,,"601,627"
6.08,2,1,54,,"897,641"
9.81,1,1,32,,"897,235"
3.92,2,1,,,"897,235"
5.92,1,,,,"896,964"
6.71,2,,45,,"897,907"
11.44,3,2,80,,"898,799"
5.88,2,,,,"897,186"
11.77,3,,,,"895,199"
7.26,3,,,,"896,809"
14.12,3,2,,,"894,709"
5.49,2,1,,,"897,297"
10.2,3,1,,,"896,817"
7.1,2,,,,"896,886"
13.73,4,2,,,"1,335,620"
9.92,3,,,,"1,335,143"
6.67,1,,,,"2,171,594"
18.54,2,3,,,"2,168,838"
17.75,5,2,,,"2,170,010"
9.81,3,1,,,"730,373"
3.92,1,1,,,"3,329"
8.59,3,1,52,,"5,475"
11.77,3,1,,,"4,300"
12.62,2,1,,,"4,531"
11.33,2,1,48,,93
9.76,2,,,,"1,836"
13.28,2,2,55,,121
12.55,3,2,60,,353
9.41,2,1,40,,91
7.65,1,1,24,,91
10.98,2,1,40,,59
10.98,2,1,43,,359
7.06,1,1,26,,91
14.51,2,2,50,,150
8.24,1,1,34,,93
13.73,2,2,54,,150
9.81,2,1,,,91
7.26,1,1,,,257
9.81,2,1,45,,257
8.43,1,1,33,,82
9.81,1,1,31,,257
11.38,3,,58,,"1,836"
11.38,2,2,45,,379
10.2,2,1,,,93
15.69,3,2,90,,471
10.39,2,1,45,,93
9.47,2,1,45,,257
10.59,2,,,,703
8.63,1,1,,,90
10.79,3,1,,,"1,370"
9.81,2,1,43,,95
9.81,3,1,48,,807
10.85,3,1,52,,"1,322"
11.04,3,1,53,,"1,322"
12.5,3,1,57,,561
11.77,3,1,,,"3,627"
5.1,1,,,,"1,765"
5.1,1,1,,,351
13.73,2,,110,,914
21.97,6,,140,620,"1,384"
18.04,3,,100,220,"4,375"
10.59,3,1,,,"1,492"
13.73,3,2,75,150,"1,770"
10.59,3,1,,,"8,937"
9.81,3,1,,,"7,943"
10.98,3,1,100,,"8,937"
11.77,2,,,,"6,255"
8.28,3,,,,"7,943"
11.77,2,1,,,"10,691"
13.73,3,2,70,,"9,603"
39.22,6,3,,913,"8,114"
8.63,3,,,,"7,136"
15.78,,,,,"11,593"
16.87,3,,92,,"20,550"
18.04,4,4,125,,"19,066"
17.65,3,2,92,180,"19,366"
13.02,4,2,70,134,"20,550"
9.76,3,,,,"1,438"
13.67,3,1,,,643
13.73,3,,,,673
14.12,2,2,,,894
11.77,1,1,,,"1,175"
9.81,3,2,,,711
7.89,1,1,,,"1,632"
17.58,3,,,,"4,827"
13.72,3,3,,,"3,434"
13.72,3,2,,,"1,257"
11.72,3,2,,,"3,958"
17.58,4,2,,,"2,046"
14.84,4,,,,"2,688"
19.02,4,3,,,"2,219"
12.94,3,,,,"4,557"
14.91,3,,,,"3,148"
15.69,4,,,,"6,169"
23.53,4,,,,"1,222"
13.73,4,,,,"1,417"
19.72,3,3,,,"2,897"
17.86,2,2,,,"1,809"
8.2,1,1,,,316
9.76,3,2,,,"1,156"
16.41,3,,,,324
10.53,3,,,,748
10.17,1,1,,,80
12.5,2,2,,,321
15.23,3,,,,"3,007"
13.34,2,,,,167
11.77,1,1,,,381
15.69,3,,,,"3,007"
13.73,3,,,,"3,007"
14.12,2,,,,167
15.34,3,,,,134
10.21,1,1,,,55
15.3,2,,,,871
14.51,3,,,,107
14.91,3,,,,390
10.05,1,1,,,55
15.08,3,,,,134
12.55,3,2,,,"1,455"
16.47,3,,,,"3,007"
15.3,3,,,,134
9.81,1,1,,,615
15.69,3,2,,,"2,043"
14.47,3,,,,134
12.55,2,,,,158
14.91,2,,,,548
12.94,2,,,,699
13.73,3,,,,100
13.73,3,,,,100
9.81,1,1,,,615
13.34,2,2,,,80
17.65,3,,,,"3,007"
13.34,2,,,,517
15.3,2,2,,,"2,049"
13.34,2,,,,"3,401"
15.38,2,2,,,"2,049"
14.59,3,,,,"3,007"
16.57,3,,,,"3,007"
12.23,2,,,,316
12.03,2,1,,,517
12.62,3,2,,,"1,455"
16.57,3,,,,"3,007"
14.59,3,,,,"3,007"
8.48,2,,,,"1,759"
17.75,3,2,,,"1,455"
14.2,3,2,,,975
14.99,3,1,,,267
13.49,3,2,,,"1,455"
15.08,2,,,,493
16.44,4,,,,"2,752"
50.78,6,4,,,674
17.58,3,,,,690
27.45,3,,,,"5,411"
27.46,4,,,,"3,114"
41.31,4,3,,,"3,973"
13.77,3,,,,307
41.22,4,3,,,"3,973"
13.07,3,,,,307
17.65,4,3,,,"3,009"
47.07,5,,,,"4,257"
29.42,4,2,,,"4,090"
16.01,1,1,,,"2,158"
27.34,3,,,,284
26.03,2,2,,,"5,510"
21.87,2,,,,"1,332"
39.04,3,,,,"1,048"
16.41,1,1,,,340
27.34,3,,,,717
21.48,3,,,,957
14.84,1,1,,,"1,778"
16.41,1,1,,,465
23.44,2,,,,775
29.29,3,,,,121
26.29,2,2,,,605
15.23,1,1,,,104
52.73,3,2,,,979
76.17,4,,,,367
29.29,3,3,,,"1,251"
76.17,3,,,,367
76.17,4,,,,367
19.53,2,,,,121
29.34,3,,,,954
19.53,2,2,,,"1,497"
15.23,2,1,,,948
19.53,1,1,,,121
31.25,3,,,,809
29.29,3,2,,,677
19.52,4,,,,"5,982"
21.52,2,2,,,745
46.87,3,,,,922
15.62,1,1,,,"1,252"
18,1,1,,,"1,252"
29.03,3,2,,,768
17.61,1,1,,,224
17.61,1,1,,,"3,297"
25.44,2,,,,671
37.17,3,,,,671
64.72,3,,,,121
22.94,2,2,,,"1,040"
35.69,2,,,,"1,214"
62.5,3,,,,340
37.27,1,1,,,332
22.65,3,,,,"1,094"
24.32,1,1,,,239
70.31,1,1,,,338
16.01,3,2,,,949
25.39,4,3,,,675
17.11,1,1,,,650
46.87,3,3,,,922
30.59,4,,,,121
39.06,2,,,,715
31.25,2,,,,715
26.22,3,,,,"1,110"
18.78,1,1,,,773
18.78,1,1,,,773
22.69,2,2,,,773
37.26,2,2,,,621
25.44,1,1,,,"1,033"
60.79,3,,,,133
37.56,2,,,,465
21.52,2,,,,707
50.78,2,,,,277
60.06,4,,,,121
26.67,4,3,,,569
15.62,1,1,,,"1,509"
20.74,2,,,,121
30.03,2,2,,,413
24.03,1,1,,,413
27.8,4,,,,960
37.26,1,1,,,121
23.08,2,,,,"1,544"
42.97,4,,,,"5,497"
31.25,3,,,,92
29.34,3,,,,417
25.49,2,,,,192
33.26,3,,,,191
33.73,3,,,,344
25.5,2,,,,"1,155"
25.44,2,,,,212
29.41,3,,,,355
29.34,3,,,,"1,031"
39.06,3,,,,875
28.56,4,,,,198
29.42,3,,,,934
28.82,3,2,,,"1,088"
38.83,3,,,,616
19.17,2,,,,837
15.23,1,1,,,"2,346"
15.62,1,1,,,504
31.25,4,,,,569
27.34,2,2,,,"1,481"
14.84,1,1,,,386
28.12,2,,,,859
27.34,3,2,,,428
21.48,1,1,,,"4,485"
17.58,1,1,,,"5,510"
16.8,1,1,,,400
27.34,4,3,,,"1,094"
31.25,3,,,,869
39.06,3,3,,,513
26.56,2,1,,,"5,510"
21.57,2,2,,,707
21.57,2,2,,,533
26.67,2,2,,,"4,832"
21.57,3,2,,,"5,712"
26.04,2,,,,"4,966"
20.4,3,2,,,552
36.19,3,,,,511
20.79,3,2,,,"2,439"
58.84,3,,,,264
13.73,1,1,,,641
18.83,2,,,,"1,352"
33.34,2,2,,,440
28.15,3,,,,346
28.29,2,,,,609
29.47,5,,,,658
25.5,4,3,,,675
47.25,3,,,,"1,114"
26.33,2,,,,692
39.22,3,2,,,"1,220"
15.1,1,1,,,401
18.08,3,,,,"1,209"
19.61,1,1,,,644
26.72,3,2,,,465
19.61,2,2,,,"1,149"
34.23,2,2,,,"1,290"
33.41,1,1,,,121
15.69,1,1,,,"4,832"
26.72,3,,,,121
19.61,3,,,,"1,359"
22.12,2,,,,893
14.32,1,1,,,"1,094"
50.26,3,,,,121
18.83,3,2,,,121
22.75,3,,,,714
35.3,3,2,,,"1,036"
23.53,3,2,,,"1,094"
21.11,2,,,,707
22.36,2,,,,893
17.09,3,,,,"1,209"
14.51,1,1,,,954
34.52,3,,,,"1,386"
20.79,3,,,,638
25.5,2,,,,"1,031"
23.53,3,,,,"1,084"
105.91,4,,,,460
21.57,1,1,,,910
26.14,3,,,,465
21.11,3,,,,345
31.38,3,,,,923
16.08,1,1,,,342
34.18,2,2,,,"1,290"
28.15,2,,,,609
33.17,1,1,,,121
26.14,3,,,,890
25.5,3,2,,,"1,674"
27.46,2,,,,692
29.81,3,,,,957
31.38,3,,,,"1,674"
29.15,5,,,,658
16.87,1,1,,,745
27.46,4,,,,121
25.5,3,3,,,747
53.05,2,,,,706
27.74,2,,,,"1,036"
18.44,2,,,,128
26.67,3,3,,,975
19.61,3,1,,,884
29.08,1,1,,,979
82.37,4,,,,337
31.38,3,,,,270
117.67,3,,,,"4,336"
20.9,1,1,,,329
23.62,2,,,,845
13.78,1,1,,,304
19.61,3,2,,,"1,275"
16.53,1,1,,,"1,170"
25.58,1,1,,,"1,674"
17.59,1,1,,,"1,674"
21.11,1,1,,,432
72.78,4,,,,355
28.29,4,2,,,121
25.54,2,,,,121
37.33,4,,,,677
33.4,4,,,,677
19.61,3,,,,773
29.48,4,,,,68
37.33,2,,,,332
37.33,4,,,,"1,094"
31.38,3,,,,"1,544"
39.22,2,,,,337
23.53,2,,,,979
25.58,2,,,,121
36.2,2,,,,979
55.87,1,1,,,121
39.22,1,1,,,121
43.15,3,,,,121
25.54,2,2,,,381
25.54,4,,,,886
62.76,4,,,,"6,700"
43.15,3,,,,294
80.42,5,,,,264
27.46,3,3,,,927
25.54,2,,,,979
33.4,4,,,,370
54.91,3,,,,440
24.41,2,,,,351
25.54,1,1,,,349
15.69,1,1,,,329
23.53,3,,,,249
29.47,4,,,,"1,170"
22.79,2,,,,923
21.64,3,2,,,"1,246"
31.38,3,,,,121
15.69,1,1,,,"4,832"
43.15,3,,,,121
40.21,3,,,,652
21.64,2,,,,"1,204"
25.58,2,,,,849
31.38,3,,,,460
15.69,10,1,,,346
15.69,1,1,,,"1,031"
21.64,2,2,,,924
23.18,2,2,,,677
25.14,2,,,,979
22.79,2,,,,"2,136"
16.08,1,1,,,401
31.38,3,,,,"1,390"
29.03,2,,,,717
14.12,1,1,,,174
21.57,2,,,,"1,699"
43.23,3,,,,830
25.5,4,,,,948
25.3,4,2,,,525
8.04,1,1,,,"2,812"
25.5,4,1,,,309
27.46,2,,,,884
26.67,4,,,,961
22.75,2,2,,,431
70.37,4,,,,375
15.69,1,1,,,342
47.07,4,3,,,646
16.08,1,1,,,"1,170"
25.13,2,,,,849
23.12,2,,,,845
25.13,1,1,,,"1,674"
20.11,3,,,,861
52.28,4,,,,272
23.12,2,2,,,677
21.11,4,2,,,922
24.13,3,2,,,922
29.15,3,,,,346
21.11,2,2,,,924
52.28,2,,,,706
21.18,2,2,,,"1,266"
21.11,2,,,,"1,204"
25.13,1,1,,,349
16.87,1,1,,,331
27.14,2,,,,"1,036"
20.11,1,1,,,329
22.36,2,2,,,401
23.53,3,,,,"1,094"
25.13,2,2,,,381
23.12,2,,,,923
29.81,4,,,,"1,063"
21.57,2,,,,121
23.53,2,2,,,"1,036"
47.07,3,1,,,121
24.71,3,2,,,875
25.5,2,,,,251
21.11,3,2,,,"1,246"
37.2,4,,,,677
33.17,4,,,,370
19.1,4,,,,"5,982"
25.13,3,2,,,249
24.13,2,,,,440
20.79,3,2,,,859
25.13,2,,,,121
21.11,2,,,,707
16.08,1,1,,,597
29.15,4,,,,68
72.38,5,,,,355
28.15,4,2,,,121
36.19,2,,,,979
39.21,2,2,,,337
17.09,1,1,,,"1,674"
33.17,4,,,,677
20.11,3,2,,,"1,285"
25.13,4,,,,886
25.13,2,2,,,275
37.2,4,,,,"1,094"
52.28,3,2,,,979
29.15,4,,,,"1,170"
68.36,4,,,,367
13.07,1,1,,,304
17.09,1,1,,,329
55.29,1,1,,,121
16.08,1,1,,,104
29.15,3,3,,,"1,251"
26.14,2,,,,"1,040"
22.12,2,,,,"1,033"
45.24,2,,,,411
35.3,3,,,,270
27.14,2,,,,717
21.11,2,2,,,"1,285"
14.07,1,1,,,571
25.13,2,2,,,"1,207"
21.97,4,,,,"1,875"
27.46,2,2,,,"1,510"
26.28,3,2,,,996
29.42,3,2,,,579
27.46,4,2,,,745
43.15,4,,,,717
74.13,3,,,,92
47.07,3,,,,"1,004"
27.46,3,,,,32
20.11,2,,,,"1,674"
29.42,3,,,,518
98.06,4,,,,367
54.91,3,,,,214
17.09,1,1,,,224
25.13,2,,,,212
22.79,4,,,,954
27.46,2,,,,547
22.4,2,,,,707
21.22,2,,,,649
23.14,2,2,,,197
25.5,2,,,,381
45.24,4,3,,,306
43.15,3,,,,"2,465"
27.46,3,3,,,922
31.38,3,,,,501
58.84,4,,,,"1,642"
39.22,2,,,,121
19.61,2,,,,287
76.8,3,,,,121
24.75,2,,,,"1,031"
21.57,2,2,,,"1,580"
50.99,4,,,,"1,095"
26.14,2,2,,,311
29.42,2,,,,931
19.61,2,,,,"1,208"
27.14,2,2,,,"1,176"
24.32,2,,,,257
27.46,4,3,,,976
39.22,3,2,,,362
29.42,2,,,,717
26.28,3,3,,,819
38.7,4,,,,450
29.01,4,,,,121
25.5,3,1,,,"1,305"
19.42,2,2,,,773
29.42,3,,,,41
29.42,2,2,,,21
31.38,3,,,,"1,036"
52.28,3,,,,"1,036"
29.42,3,,,,445
30.2,3,,,,"1,036"
27.14,4,,,,"2,626"
28.68,4,,,,"1,518"
13.75,1,1,,,"1,074"
35.3,4,,,,820
23.14,2,2,,,512
20.83,2,,,,121
23.53,2,2,,,465
28.75,2,,,,687
60.32,4,2,,,610
24.71,2,,,,"1,031"
26.67,3,1,,,503
27.14,2,2,,,"1,031"
16.47,1,1,,,512
47.07,2,,,,381
27.46,2,,,,"1,674"
26.14,3,3,,,"1,600"
25.5,2,2,,,249
25.5,2,2,,,291
35.69,3,,,,289
23.53,2,2,,,"1,825"
21.57,2,2,,,104
20.4,2,2,,,324
31.38,3,,,,"4,812"
27.46,3,,,,"1,302"
23.53,3,,,,"1,036"
27.14,1,1,,,269
16.47,1,1,,,"1,031"
27.46,2,,,,"1,031"
47.07,2,,,,129
47.07,4,4,,,438
86.29,3,,,,269
22.12,2,,,,319
18.83,2,,,,"1,054"
29.42,3,,,,568
37.26,3,,,,"1,109"
17.65,1,1,,,571
15.69,2,,,,"1,643"
25.5,3,,,,904
33.34,4,3,,,565
33.34,2,,,,475
23.53,3,,,,856
37.26,3,,,,647
27.07,3,,,,"1,091"
22.75,2,,,,795
16.87,2,,,,"2,419"
43.15,5,,,,"1,036"
4.67,2,2,,,392
47.07,3,,,,741
23.53,2,2,,,407
27.46,3,,,,"1,417"
21.57,2,,,,"1,036"
36.09,4,,,,773
47.07,3,,,,21
58.84,4,2,,,717
46.24,3,,,,"1,553"
23.53,2,,,,381
27.07,3,,,,"1,441"
31.38,2,,,,349
23.53,3,3,,,747
17.65,1,1,,,607
27.46,3,2,,,462
18.83,3,2,,,"2,121"
24.1,2,,,,"5,786"
24.99,2,2,,,569
24.13,2,2,,,"1,220"
41.19,4,,,,300
23.53,3,2,,,"1,338"
16.08,1,1,,,"1,252"
31.16,4,,,,"2,626"
26.14,3,,,,121
25.13,2,,,,671
20.11,2,,,,179
26.14,3,,,,"1,110"
69.37,5,,,,121
25.13,2,,,,979
37.26,2,,,,"1,252"
70.6,3,,,,406
70.6,3,,,,"1,760"
25.5,4,3,,,922
23.53,2,2,,,"1,580"
29.81,3,,,,"1,036"
39.22,2,,,,"1,642"
40.21,3,,,,425
25.5,3,,,,923
29.81,3,,,,547
20.79,2,,,,"1,674"
27.46,3,,,,"1,088"
29.81,3,,,,"1,036"
14.91,1,1,,,609
33.17,3,,,,"1,326"
17.65,1,1,,,910
29.15,4,,,,"1,518"
18.1,2,,,,229
23.53,3,2,,,"1,170"
19.22,1,1,,,500
27.14,2,,,,"1,031"
37.2,3,,,,671
23.53,1,1,,,"1,326"
52.28,3,,,,875
13.07,1,1,,,"1,074"
76.4,3,,,,121
56.88,3,,,,311
21.97,2,,,,"1,251"
47.07,3,2,,,"1,041"
17.09,1,1,,,513
38.2,3,2,,,247
28.15,4,,,,121
14.51,1,1,,,"1,091"
24.32,2,2,,,"1,170"
58.84,3,3,,,369
25.5,2,,,,"1,031"
18.63,2,,,,"4,015"
29.42,3,,,,"1,063"
24.32,3,,,,518
19.61,3,,,,475
27.46,3,,,,266
23.53,3,2,,,886
19.61,2,,,,121
31.38,3,,,,"1,290"
24.71,3,2,,,415
27.14,3,3,,,"1,302"
50.99,3,,,,922
33.34,4,,,,425
29.81,3,,,,610
27.07,3,,,,121
24.32,3,,,,"1,040"
19.22,3,3,,,"1,088"
27.46,3,,,,677
62.76,3,,,,607
23.53,2,1,,,677
50.99,3,2,,,361
47.07,3,2,,,"1,040"
20.4,2,2,,,"1,040"
32.95,3,2,,,"1,040"
29.42,3,2,,,"1,088"
31.38,3,2,,,229
27.07,3,3,,,884
29.42,2,2,,,"1,527"
39.22,3,2,,,411
26.28,2,2,,,843
29.81,3,2,,,954
27.07,3,2,,,"1,094"
16.47,1,1,,,121
49.03,3,2,,,"1,290"
29.03,3,2,,,121
23.53,2,2,,,"1,398"
16.47,1,1,,,"1,473"
25.5,3,2,,,874
33.34,3,2,,,121
27.07,3,2,,,415
39.22,3,2,,,572
15.69,1,1,,,121
20.79,2,,,,"4,832"
21.61,1,1,,,"1,031"
16.51,1,1,,,428
15.61,1,1,,,"4,959"
52.98,3,4,,,121
41.27,3,,,,239
54.91,2,,,,121
22.4,2,1,,,677
50.99,3,,,,440
31.03,3,,,,121
58.84,3,,,,652
58.84,3,,,,436
78.45,3,,,,436
22.82,2,,,,121
50.99,3,2,,,68
86.29,4,,,,337
50.99,2,,,,121
66.4,3,,,,121
47.07,3,,,,745
68.76,3,,,,609
29.47,3,,,,584
16.28,2,,,,"4,832"
78.93,4,,,,"1,278"
31.38,3,,,,337
18.14,1,1,,,"2,067"
25.69,3,,,,"1,063"
31.22,3,,,,133
28.46,2,,,,306
33.58,3,2,,,121
25.69,3,,,,976
23.12,2,,,,523
17.78,1,1,,,662
35.17,3,2,,,224
33.58,3,,,,"1,036"
25.69,3,,,,"1,113"
18.18,1,1,,,445
30.37,2,,,,"1,036"
29.63,3,3,,,875
25.64,3,,,,321
15.78,1,1,,,"1,031"
13.81,1,1,,,418
33.59,2,2,,,292
47.33,3,2,,,"1,366"
38.72,4,,,,121
29.58,4,,,,"1,091"
15.41,1,1,,,84
29.63,3,,,,928
59.17,2,,,,979
16.6,2,,,,922
39.44,3,,,,"1,031"
30.82,4,,,,913
57.29,3,,,,475
43.39,2,,,,677
43.39,2,,,,249
55.22,3,,,,"1,476"
43.39,4,,,,855
47.33,3,2,,,304
25.68,2,,,,677
21.69,3,2,,,182
